40

30  8  35  29  15  11  19  9  11  24  37  29  10  40  35  37  31  27  26  21  3  27  39  14  4  3  0  29  14  29  36  6  26  12  39  9  31  9  12  13  
11  4  40  5  26  14  12  20  8  31  19  11  36  20  28  12  28  11  12  35  3  1  31  7  7  6  29  0  36  12  2  21  28  31  9  15  40  19  31  12  
8  14  28  23  26  36  40  22  38  33  37  8  16  26  25  40  22  22  7  19  34  23  18  28  31  29  14  36  0  1  2  21  29  21  5  8  7  38  18  24  
22  1  16  2  38  39  29  36  40  5  11  23  5  2  28  7  14  7  18  4  38  23  2  13  17  12  29  12  1  0  34  38  12  4  25  33  27  3  15  25  
26  38  3  2  28  28  2  23  21  34  3  15  3  12  4  16  24  25  23  11  37  19  6  25  9  25  36  2  2  34  0  35  29  14  5  10  32  36  8  19  
8  14  22  40  38  21  25  9  10  17  20  22  21  11  8  30  14  29  35  39  10  36  35  10  40  21  6  21  21  38  35  0  14  32  6  39  37  29  12  34  
28  16  28  24  21  34  21  32  1  30  39  23  6  31  25  36  25  29  20  33  10  5  40  33  10  9  26  28  29  12  29  14  0  4  18  7  15  1  20  28  
19  37  33  21  14  10  2  31  26  6  38  8  36  18  18  36  10  38  26  24  8  29  11  6  30  37  12  31  21  4  14  32  4  0  4  28  13  20  20  30  
25  37  39  6  31  23  30  28  32  3  30  2  40  23  21  12  17  38  6  9  27  6  26  14  2  9  39  9  5  25  5  6  18  4  0  40  36  19  34  11  
40  20  40  35  18  12  23  24  2  21  4  10  18  37  20  24  10  39  13  10  14  38  9  40  34  9  9  15  8  33  10  39  7  28  40  0  22  37  26  33  
20  20  39  22  17  20  18  39  34  12  9  23  20  7  20  35  2  18  14  24  38  8  24  20  40  2  31  40  7  27  32  37  15  13  36  22  0  20  27  14  
24  25  8  4  40  29  39  12  33  34  7  32  30  15  26  13  19  15  39  27  6  8  1  22  13  32  9  19  38  3  36  29  1  20  19  37  20  0  6  7  
4  34  10  33  10  36  18  12  7  9  13  24  9  29  18  10  25  36  11  8  20  1  5  5  7  4  12  31  18  15  8  12  20  20  34  26  27  6  0  22  
7  16  36  14  14  18  25  29  6  19  30  31  6  10  12  5  19  12  13  4  11  14  5  20  14  12  13  12  24  25  19  34  28  30  11  33  14  7  22  0  
