100

84  8  85  75  94  56  92  27  80  50  39  68  79  19  14  5  78  95  25  68  93  40  89  56  1  55  0  66  24  91  69  96  76  8  31  55  1  52  70  12  22  18  14  100  93  11  3  59  74  69  72  24  33  91  28  6  57  9  11  64  38  94  58  46  27  27  60  53  59  10  31  36  79  48  70  59  4  76  93  41  16  89  73  70  43  34  60  16  90  41  63  75  16  7  86  59  73  93  29  7  
67  76  16  92  57  25  89  53  88  30  18  45  56  81  58  87  21  30  6  9  11  19  100  73  53  60  66  0  18  52  60  5  64  8  7  46  71  24  74  65  38  71  80  11  19  3  6  74  15  35  73  7  49  75  69  34  42  86  41  43  68  62  93  88  87  7  42  75  58  96  16  2  62  97  49  1  87  4  9  26  43  40  2  30  87  86  12  84  31  4  32  88  48  10  24  26  70  6  83  92  
48  20  8  86  57  14  16  42  23  19  89  4  31  22  37  85  1  91  53  24  54  30  87  77  33  87  24  18  0  80  12  22  58  29  31  31  18  75  24  29  21  19  95  69  14  55  8  46  25  11  71  43  100  53  18  82  22  26  40  100  16  93  88  1  69  82  86  85  7  45  23  65  6  79  62  58  34  51  82  32  6  79  42  37  58  2  20  10  3  85  19  78  2  70  5  15  47  20  15  95  
78  54  79  49  27  58  98  36  15  90  42  97  95  86  40  88  67  89  90  69  83  82  7  30  57  87  91  52  80  0  86  77  61  80  82  11  71  36  58  6  71  39  80  98  25  51  1  30  68  53  72  40  80  51  21  55  29  26  80  73  48  46  64  8  18  47  1  74  44  83  16  48  13  44  35  10  85  68  6  36  49  33  14  23  70  7  75  54  16  12  73  84  63  4  77  35  41  96  47  29  
93  24  73  91  36  12  22  33  97  56  15  56  89  31  83  40  9  30  38  6  19  6  5  65  6  72  69  60  12  86  0  22  30  92  32  2  93  67  16  77  64  7  20  94  36  44  24  72  12  7  13  32  69  8  27  53  96  22  65  68  70  2  47  2  50  31  72  1  60  1  82  93  65  88  97  65  69  19  4  5  99  9  15  29  33  67  53  3  96  23  43  50  10  47  83  45  68  89  19  67  
80  93  43  92  26  41  26  56  41  82  40  29  16  48  86  16  46  46  2  94  36  1  17  9  29  71  96  5  22  77  22  0  10  79  55  71  79  97  68  50  30  21  24  95  23  24  88  11  13  67  44  49  53  81  91  67  49  47  52  66  50  99  74  89  27  70  9  66  70  31  37  95  68  14  44  72  55  59  91  57  73  94  57  14  72  26  6  93  77  82  87  12  42  70  58  69  77  61  57  85  
82  34  73  54  67  93  3  40  85  67  37  7  100  60  81  61  94  5  96  29  78  44  27  37  89  22  76  64  58  61  30  10  0  22  88  28  26  82  70  83  94  71  79  71  73  96  72  1  36  27  69  81  3  86  75  38  26  34  88  31  46  7  25  97  19  36  15  91  39  50  11  84  28  68  82  40  66  31  85  47  53  64  6  16  28  57  16  61  30  64  83  29  80  54  66  56  76  55  64  56  
75  76  80  62  1  71  15  3  34  29  18  7  90  18  74  53  42  63  42  28  37  31  7  64  63  70  8  8  29  80  92  79  22  0  9  43  48  41  71  14  90  58  41  52  50  4  70  76  11  44  30  12  91  13  69  49  92  94  45  89  23  47  67  26  87  52  9  24  34  18  25  78  91  52  59  41  16  100  62  27  90  7  61  58  18  16  87  70  86  40  96  39  45  4  79  33  48  80  73  61  
64  13  85  16  71  11  38  75  46  46  42  66  7  61  92  73  13  71  85  76  66  63  71  76  1  9  31  7  31  82  32  55  88  9  0  54  35  88  10  84  58  90  52  18  72  70  63  92  1  71  80  43  25  47  71  100  52  89  76  99  83  28  51  54  14  76  61  89  30  93  69  34  60  62  88  34  21  55  76  27  27  21  71  22  70  23  94  72  22  7  100  84  96  5  50  90  17  100  80  59  
70  60  91  87  86  32  15  58  100  98  52  3  60  6  34  71  16  5  62  97  67  35  74  100  5  88  55  46  31  11  2  71  28  43  54  0  83  77  63  51  16  31  39  39  69  46  9  83  15  83  50  11  16  10  34  53  78  45  10  55  13  5  2  51  64  13  42  24  81  16  73  26  23  67  74  51  87  11  46  38  44  2  84  32  15  28  17  10  9  16  98  73  11  49  90  37  97  61  30  72  
9  65  31  60  7  38  95  69  77  94  21  79  57  91  67  15  66  73  33  88  19  41  53  85  92  90  1  71  18  71  93  79  26  48  35  83  0  22  96  96  44  58  58  8  10  95  9  73  69  1  100  2  63  93  61  50  31  56  67  68  90  97  94  54  13  8  48  45  22  45  50  13  5  39  15  32  16  21  3  75  10  1  90  10  82  55  35  31  29  75  45  74  65  54  37  47  25  99  70  67  
48  3  94  74  94  38  66  47  78  32  75  3  23  10  46  12  63  87  52  23  42  16  54  52  29  92  52  24  75  36  67  97  82  41  88  77  22  0  31  40  2  82  11  24  26  76  65  40  77  69  99  36  39  74  29  46  42  13  21  83  19  27  75  28  11  2  22  59  2  58  90  5  27  14  43  64  15  5  29  21  68  26  16  49  89  79  51  19  51  38  14  24  55  30  62  98  25  40  65  7  
56  25  45  56  62  91  18  46  86  95  43  41  44  63  25  9  40  41  80  66  99  100  74  1  59  95  70  74  24  58  16  68  70  71  10  63  96  31  0  86  2  67  13  11  91  12  49  16  33  3  68  57  44  64  19  22  27  99  19  70  26  27  83  37  89  94  22  37  40  1  28  27  41  80  97  53  65  80  68  73  96  45  28  13  56  15  10  62  72  41  1  11  55  30  9  95  63  73  24  45  
6  24  78  66  20  85  57  53  16  86  55  21  69  27  32  40  31  19  30  3  69  51  47  52  20  54  12  65  29  6  77  50  83  14  84  51  96  40  86  0  84  29  76  73  91  35  81  74  61  96  75  99  69  50  67  99  42  94  63  86  24  21  72  85  49  23  43  11  99  60  43  76  30  63  50  11  22  60  6  54  19  58  56  9  90  70  70  24  1  100  8  42  82  36  58  48  53  87  70  21  
100  21  79  26  93  78  14  72  85  76  68  63  65  96  13  59  27  24  26  65  32  58  94  51  24  81  22  38  21  71  64  30  94  90  58  16  44  2  2  84  0  87  60  53  53  10  55  43  22  53  18  67  58  50  90  62  65  99  41  27  40  51  22  3  36  43  7  94  51  11  81  44  38  40  75  97  94  88  27  8  4  26  44  93  37  100  13  48  1  31  17  26  40  83  80  59  38  67  29  24  
28  36  88  22  21  100  3  93  16  40  68  85  37  50  53  89  95  51  90  41  85  86  41  62  5  59  18  71  19  39  7  21  71  58  90  31  58  82  67  29  87  0  93  68  88  48  68  48  30  17  98  23  25  70  6  71  24  31  14  34  5  40  22  59  82  12  98  76  77  30  77  25  23  9  64  93  47  7  91  56  49  74  46  5  77  80  23  97  90  27  71  61  94  17  96  8  71  71  20  24  
98  40  32  43  82  24  13  53  71  55  22  43  23  33  57  17  80  10  38  74  21  63  100  78  94  33  14  80  95  80  20  24  79  41  52  39  58  11  13  76  60  93  0  10  97  46  40  45  59  95  71  26  77  1  16  5  47  30  24  21  10  24  85  38  46  65  10  77  79  65  84  45  72  39  8  85  34  10  77  87  59  26  26  92  19  95  64  93  24  31  73  29  56  33  58  92  78  46  84  68  
13  89  60  84  76  60  33  61  45  94  59  62  65  75  16  13  40  55  2  68  16  16  70  75  7  35  100  11  69  98  94  95  71  52  18  39  8  24  11  73  53  68  10  0  69  97  29  15  26  20  71  70  52  52  1  29  44  55  90  47  89  18  49  92  47  12  68  8  57  57  81  11  22  1  24  42  80  55  85  68  59  38  29  89  73  62  3  90  55  40  27  21  93  2  84  34  77  30  45  72  
65  56  51  30  3  84  55  43  40  4  43  62  67  95  81  81  86  1  75  62  26  30  94  51  25  37  93  19  14  25  36  23  73  50  72  69  10  26  91  91  53  88  97  69  0  72  12  71  15  49  22  10  24  33  11  73  28  15  19  74  31  78  59  68  16  85  84  87  33  32  52  49  6  82  30  13  65  73  74  74  35  70  22  9  68  39  99  19  84  63  74  75  9  38  43  68  68  53  61  55  
35  85  88  67  65  54  33  78  84  97  54  13  60  38  83  62  71  89  43  98  65  58  14  1  91  15  11  3  55  51  44  24  96  4  70  46  95  76  12  35  10  48  46  97  72  0  89  54  3  23  49  78  55  55  47  89  22  50  70  55  10  71  44  28  49  44  59  21  67  45  45  14  42  92  45  8  76  10  45  98  85  89  17  75  10  80  63  90  67  61  32  78  43  92  47  55  59  55  83  61  
78  78  65  14  47  47  80  87  19  47  40  73  86  19  67  11  89  35  16  91  52  50  26  50  95  6  3  6  8  1  24  88  72  70  63  9  9  65  49  81  55  68  40  29  12  89  0  85  43  53  75  38  53  5  94  7  44  52  41  5  49  38  66  83  20  79  98  58  73  66  78  97  80  57  43  41  54  1  100  28  99  45  9  4  38  26  57  46  68  41  37  23  25  49  94  84  31  94  87  42  
9  83  92  90  18  32  80  61  64  83  14  70  53  66  9  5  15  35  26  21  43  69  20  23  77  76  59  74  46  30  72  11  1  76  92  83  73  40  16  74  43  48  45  15  71  54  85  0  85  80  75  90  64  90  57  56  63  30  8  72  12  36  58  73  69  36  6  50  3  48  48  50  66  69  61  16  77  79  56  74  47  38  34  74  62  56  86  72  17  47  97  70  70  25  73  42  52  65  1  41  
53  22  84  65  66  36  74  12  4  57  73  61  100  59  15  84  25  79  62  4  36  79  58  10  32  9  74  15  25  68  12  13  36  11  1  15  69  77  33  61  22  30  59  26  15  3  43  85  0  26  50  86  17  69  34  51  6  54  42  18  73  91  98  51  32  36  89  95  63  96  9  77  29  94  6  33  6  36  6  9  13  17  59  37  56  16  81  24  80  37  17  28  37  74  100  88  16  95  47  35  
90  55  99  30  40  85  20  37  7  57  57  80  73  40  93  87  48  39  100  33  53  89  39  39  79  59  69  35  11  53  7  67  27  44  71  83  1  69  3  96  53  17  95  20  49  23  53  80  26  0  64  89  13  21  16  38  100  66  37  49  78  84  31  7  88  99  57  15  57  47  46  71  80  31  66  56  98  25  19  2  80  32  7  30  64  91  27  5  96  5  53  61  46  98  9  56  32  44  6  14  
11  49  31  55  78  21  37  7  19  95  41  98  63  64  100  90  71  92  1  15  38  94  8  59  10  48  72  73  71  72  13  44  69  30  80  50  100  99  68  75  18  98  71  71  22  49  75  75  50  64  0  16  94  42  85  23  56  48  51  90  20  5  82  73  49  77  75  25  74  30  29  11  58  76  44  39  81  88  18  75  17  65  67  57  49  32  46  97  51  58  87  45  33  91  38  91  59  39  38  96  
61  53  1  85  86  32  74  1  79  89  76  78  15  63  59  83  14  38  58  79  34  48  68  18  94  90  24  7  43  40  32  49  81  12  43  11  2  36  57  99  67  23  26  70  10  78  38  90  86  89  16  0  76  19  26  17  4  65  2  88  84  23  54  76  53  97  86  54  29  60  89  26  95  51  2  19  39  50  32  63  29  18  70  44  37  86  47  73  81  59  27  72  47  86  71  49  95  63  96  73  
34  64  83  3  54  9  19  99  38  90  32  17  15  78  17  84  58  100  18  84  29  9  39  81  60  83  33  49  100  80  69  53  3  91  25  16  63  39  44  69  58  25  77  52  24  55  53  64  17  13  94  76  0  59  10  39  30  13  24  71  11  86  78  89  90  5  8  25  8  63  41  91  33  9  32  9  9  17  38  72  80  25  2  5  20  64  36  57  3  5  44  57  40  85  50  34  97  55  78  15  
96  78  92  53  33  23  52  69  84  100  53  58  72  99  11  23  11  40  15  17  58  22  48  64  71  78  91  75  53  51  8  81  86  13  47  10  93  74  64  50  50  70  1  52  33  55  5  90  69  21  42  19  59  0  48  44  62  46  97  66  59  70  33  3  59  45  14  64  12  56  90  23  64  42  74  5  90  24  5  22  53  72  31  91  29  23  55  12  92  40  8  88  45  62  87  85  4  50  34  48  
9  4  49  59  60  29  67  67  62  63  69  93  26  62  31  42  32  64  4  27  11  43  68  52  65  89  28  69  18  21  27  91  75  69  71  34  61  29  19  67  90  6  16  1  11  47  94  57  34  16  85  26  10  48  0  85  78  26  33  84  49  50  83  39  56  97  88  93  29  100  78  20  87  90  9  24  40  16  96  30  27  42  47  66  50  56  18  100  4  71  99  6  30  56  61  32  53  80  4  3  
90  30  5  13  54  27  24  44  13  43  15  35  12  8  78  48  33  58  92  73  55  48  51  63  42  45  6  34  82  55  53  67  38  49  100  53  50  46  22  99  62  71  5  29  73  89  7  56  51  38  23  17  39  44  85  0  97  69  9  29  22  95  94  11  74  9  10  78  85  13  66  74  81  25  70  54  12  67  72  13  41  59  34  70  92  31  16  51  47  44  64  62  34  87  82  12  72  82  59  13  
56  79  8  75  54  67  95  60  46  8  53  58  31  58  9  81  63  88  63  29  22  99  1  68  96  85  57  42  22  29  96  49  26  92  52  78  31  42  27  42  65  24  47  44  28  22  44  63  6  100  56  4  30  62  78  97  0  21  58  4  86  32  15  62  76  87  95  25  15  7  95  89  24  26  38  14  4  54  86  36  52  65  35  25  51  26  15  5  70  3  26  90  13  65  64  89  59  80  53  86  
89  12  34  15  95  14  66  10  97  77  49  20  22  6  30  21  5  98  21  89  95  60  37  32  86  33  9  86  26  26  22  47  34  94  89  45  56  13  99  94  99  31  30  55  15  50  52  30  54  66  48  65  13  46  26  69  21  0  66  9  10  100  52  41  42  32  65  90  96  25  68  88  73  5  98  14  44  30  95  38  44  99  97  59  12  62  60  91  21  24  83  24  84  25  76  19  93  3  14  53  
11  26  45  89  19  58  13  4  44  34  67  85  67  78  93  41  91  71  86  83  30  79  57  67  13  5  11  41  40  80  65  52  88  45  76  10  67  21  19  63  41  14  24  90  19  70  41  8  42  37  51  2  24  97  33  9  58  66  0  1  97  21  3  100  86  92  25  25  29  57  74  97  8  98  12  22  9  35  92  93  83  7  76  45  39  3  76  6  32  62  50  87  8  89  51  68  29  14  1  97  
23  55  100  70  92  20  83  10  17  79  84  14  67  50  50  69  37  23  32  50  76  62  17  3  64  37  64  43  100  73  68  66  31  89  99  55  68  83  70  86  27  34  21  47  74  55  5  72  18  49  90  88  71  66  84  29  4  9  1  0  22  80  40  84  29  12  70  67  34  44  97  59  69  28  6  7  93  86  19  59  60  96  37  67  6  91  21  62  3  28  52  20  15  54  9  17  73  77  37  30  
45  68  48  46  69  60  67  10  70  4  76  31  62  57  68  29  95  96  9  92  51  57  10  36  96  10  38  68  16  48  70  50  46  23  83  13  90  19  26  24  40  5  10  89  31  10  49  12  73  78  20  84  11  59  49  22  86  10  97  22  0  8  96  2  29  80  90  75  16  6  73  62  82  66  23  32  93  22  47  1  27  41  59  20  31  31  28  65  21  84  17  77  37  10  66  14  21  23  8  92  
75  96  50  16  38  63  17  55  87  33  85  8  95  10  60  27  19  13  82  45  68  98  66  97  53  68  94  62  93  46  2  99  7  47  28  5  97  27  27  21  51  40  24  18  78  71  38  36  91  84  5  23  86  70  50  95  32  100  21  80  8  0  49  24  33  78  93  74  32  38  86  2  96  73  72  14  31  11  1  16  16  61  83  77  7  42  12  21  92  29  44  35  50  53  75  84  44  58  94  16  
55  7  68  92  55  77  49  82  67  79  49  98  26  32  33  98  92  62  6  1  62  42  23  33  52  38  58  93  88  64  47  74  25  67  51  2  94  75  83  72  22  22  85  49  59  44  66  58  98  31  82  54  78  33  83  94  15  52  3  40  96  49  0  89  42  79  5  97  94  10  17  13  83  87  75  76  84  45  64  37  52  88  60  48  39  45  29  2  29  18  62  22  21  1  51  93  21  34  18  77  
74  32  2  54  45  12  66  7  8  39  69  88  74  43  23  17  58  1  77  73  65  76  53  5  93  27  46  88  1  8  2  89  97  26  54  51  54  28  37  85  3  59  38  92  68  28  83  73  51  7  73  76  89  3  39  11  62  41  100  84  2  24  89  0  15  58  75  43  97  53  42  81  14  94  1  91  93  83  24  27  77  15  8  93  35  43  16  74  51  6  38  82  24  61  35  80  94  92  45  69  
17  6  47  98  26  37  85  96  87  87  61  84  50  37  47  38  68  18  71  82  92  58  24  98  48  18  27  87  69  18  50  27  19  87  14  64  13  11  89  49  36  82  46  47  16  49  20  69  32  88  49  53  90  59  56  74  76  42  86  29  29  33  42  15  0  81  96  88  96  39  68  97  8  6  76  10  32  53  43  56  44  68  91  72  5  81  8  56  33  76  28  11  19  16  11  7  24  91  63  38  
67  43  48  44  79  97  39  5  49  93  58  77  22  53  52  86  86  58  16  65  4  40  8  30  45  68  27  7  82  47  31  70  36  52  76  13  8  2  94  23  43  12  65  12  85  44  79  36  36  99  77  97  5  45  97  9  87  32  92  12  80  78  79  58  81  0  39  37  14  64  29  35  82  21  36  53  97  3  42  38  74  90  75  73  62  84  58  14  10  66  29  60  39  23  37  52  73  87  52  89  
60  47  82  5  88  8  85  9  56  74  12  98  26  44  86  80  76  45  56  98  79  6  26  25  83  100  60  42  86  1  72  9  15  9  61  42  48  22  22  43  7  98  10  68  84  59  98  6  89  57  75  86  8  14  88  10  95  65  25  70  90  93  5  75  96  39  0  5  96  79  70  35  32  42  62  80  89  60  27  10  30  36  7  71  85  59  97  98  99  83  75  63  51  79  35  88  58  33  96  36  
95  21  1  83  35  17  34  28  84  72  28  74  87  22  81  33  77  90  100  70  94  93  74  27  17  92  53  75  85  74  1  66  91  24  89  24  45  59  37  11  94  76  77  8  87  21  58  50  95  15  25  54  25  64  93  78  25  90  25  67  75  74  97  43  88  37  5  0  55  39  33  5  96  64  92  82  11  71  86  75  10  92  46  32  16  23  9  20  38  58  54  97  64  99  20  85  5  30  75  66  
45  98  53  90  16  65  3  76  28  67  63  35  69  98  34  78  36  42  17  65  37  22  15  18  99  6  59  58  7  44  60  70  39  34  30  81  22  2  40  99  51  77  79  57  33  67  73  3  63  57  74  29  8  12  29  85  15  96  29  34  16  32  94  97  96  14  96  55  0  84  24  30  90  98  72  53  72  61  9  95  86  9  10  86  95  64  68  78  84  99  11  48  60  80  37  79  79  47  75  86  
