50

14  16  5  34  16  24  35  30  13  31  13  17  5  31  10  44  42  49  46  40  50  44  5  29  26  5  8  40  49  9  43  11  10  28  45  22  34  29  27  31  45  0  38  34  42  32  30  24  5  8  
6  12  39  18  26  36  23  10  19  44  34  44  44  1  34  25  4  34  45  40  45  27  31  34  9  3  31  33  38  5  16  6  46  19  20  46  46  9  12  44  20  38  0  26  37  31  25  5  14  41  
47  10  9  50  48  5  49  15  33  29  11  37  25  37  15  41  47  48  37  50  50  24  21  19  25  38  16  35  3  40  20  20  42  7  11  48  40  47  37  38  41  34  26  0  7  3  50  18  22  32  
33  28  26  11  42  12  14  44  25  39  41  27  46  1  18  1  16  34  37  49  4  21  41  13  4  16  12  26  9  31  33  26  17  19  17  26  49  28  30  38  2  42  37  7  0  48  27  29  25  50  
25  11  50  23  7  45  40  8  30  18  16  20  27  47  17  25  47  26  31  37  7  13  48  4  39  24  48  25  20  11  17  50  9  1  15  14  12  34  36  34  47  32  31  3  48  0  1  3  22  13  
36  21  9  18  48  10  40  4  12  13  50  8  35  20  4  10  29  48  4  26  48  26  27  45  49  31  47  35  7  12  16  29  4  49  3  10  49  38  46  7  6  30  25  50  27  1  0  15  46  7  
16  19  15  44  48  6  43  37  41  15  33  14  30  4  28  24  29  12  10  42  39  42  26  26  16  4  43  49  32  42  47  28  8  33  3  20  9  46  25  42  8  24  5  18  29  3  15  0  40  36  
26  12  24  33  45  28  43  19  46  45  16  39  33  8  39  47  50  3  11  9  46  11  21  50  25  31  8  12  47  49  24  2  31  12  27  11  13  25  3  48  19  5  14  22  25  22  46  40  0  40  
22  26  45  34  26  45  5  17  22  33  4  40  4  31  21  44  46  8  17  29  1  39  10  24  3  26  36  23  5  6  45  19  9  4  18  4  10  3  31  5  40  8  41  32  50  13  7  36  40  0  

0  3  23  27  15  28  41  35  27  10  23  36  37  36  25  25  29  45  6  20  20  22  31  10  20  26  41  3  23  28  26  48  18  41  13  19  21  30  14  22  18  42  8  13  33  4  9  16  42  17  
3  0  50  42  43  25  9  36  31  8  16  21  11  10  42  7  8  10  38  15  7  39  14  48  41  21  43  46  3  11  4  42  49  11  41  21  1  41  22  14  27  30  36  48  30  11  35  29  35  12  
23  50  0  45  22  48  40  15  20  46  46  18  41  24  19  47  44  20  20  43  9  39  40  10  35  14  13  18  31  29  48  2  28  3  23  40  38  44  8  28  1  47  28  27  38  4  35  22  43  32  
27  42  45  0  4  48  21  1  35  5  39  38  23  49  49  48  4  20  7  38  9  45  50  25  27  2  27  32  45  26  2  49  9  45  28  21  12  6  15  40  17  13  4  11  8  29  7  8  50  28  
15  43  22  4  0  41  15  6  27  32  39  40  12  48  42  43  27  14  18  18  42  37  49  34  47  30  36  3  8  1  11  22  16  4  44  36  35  26  18  50  9  49  24  48  13  15  47  24  35  19  
28  25  48  48  41  0  42  1  35  39  19  8  31  28  34  25  21  4  2  34  22  45  49  43  35  7  16  34  46  23  5  27  20  16  3  37  3  17  43  34  7  14  3  19  23  18  43  2  37  24  
41  9  40  21  15  42  0  12  11  12  44  6  35  7  24  23  29  38  33  3  6  20  13  3  36  29  40  26  34  21  21  33  1  38  44  47  27  50  30  7  39  46  10  39  42  22  24  29  3  10  
35  36  15  1  6  1  12  0  3  50  2  37  40  7  20  28  19  2  20  31  12  9  20  38  46  4  10  30  14  27  9  48  46  18  9  34  12  16  40  33  24  49  17  17  44  2  26  42  40  19  
27  31  20  35  27  35  11  3  0  17  24  4  36  17  12  49  31  3  39  34  29  40  16  37  45  19  26  12  2  8  14  8  7  46  33  47  5  50  38  8  32  45  27  8  20  12  2  1  45  49  
10  8  46  5  32  39  12  50  17  0  16  33  15  35  40  14  48  31  35  20  16  49  4  24  44  27  47  39  28  19  32  13  13  7  28  13  47  36  35  44  20  9  18  45  47  15  35  22  1  17  
23  16  46  39  39  19  44  2  24  16  0  46  31  3  30  1  22  24  43  48  3  33  23  21  40  28  24  37  7  4  12  32  35  18  33  24  15  21  30  25  47  18  14  40  29  34  6  47  17  19  
36  21  18  38  40  8  6  37  4  33  46  0  12  14  29  43  8  6  31  30  27  19  6  8  40  3  43  16  29  11  35  6  19  39  29  43  21  25  50  28  10  7  30  31  40  27  21  38  13  29  
37  11  41  23  12  31  35  40  36  15  31  12  0  31  5  10  48  35  16  22  17  29  11  38  36  26  49  36  36  12  10  39  32  13  13  8  40  13  2  35  15  46  36  11  15  34  16  6  21  46  
36  10  24  49  48  28  7  7  17  35  3  14  31  0  34  39  37  22  39  8  4  41  24  26  23  43  27  46  2  43  49  1  38  4  7  21  31  46  12  11  27  12  38  39  38  20  39  22  47  30  
25  42  19  49  42  34  24  20  12  40  30  29  5  34  0  6  35  2  46  49  8  20  48  3  28  42  40  31  5  17  47  44  12  26  40  50  27  14  31  34  11  24  50  49  40  17  24  43  47  43  
25  7  47  48  43  25  23  28  49  14  1  43  10  39  6  0  27  29  31  38  8  27  5  4  47  27  2  39  31  41  32  17  25  14  3  25  8  26  23  37  23  42  29  36  26  43  47  50  20  45  
29  8  44  4  27  21  29  19  31  48  22  8  48  37  35  27  0  32  15  9  5  28  22  13  5  26  32  33  23  44  35  12  35  49  49  44  28  24  15  50  7  2  47  1  48  19  44  37  10  34  
45  10  20  20  14  4  38  2  3  31  24  6  35  22  2  29  32  0  29  3  48  19  47  32  8  19  10  38  26  3  34  45  2  12  47  28  35  46  15  32  41  4  25  41  31  14  43  19  50  41  
6  38  20  7  18  2  33  20  39  35  43  31  16  39  46  31  15  29  0  21  22  6  18  23  40  49  10  42  1  42  5  17  23  19  42  41  48  41  3  13  3  18  28  29  37  42  38  46  44  28  
20  15  43  38  18  34  3  31  34  20  48  30  22  8  49  38  9  3  21  0  6  18  6  44  10  16  21  34  39  45  37  16  14  10  2  9  4  23  13  48  5  29  35  35  44  42  16  32  8  26  
20  7  9  9  42  22  6  12  29  16  3  27  17  4  8  8  5  48  22  6  0  27  20  13  34  33  50  28  49  35  40  21  40  31  8  13  36  36  14  41  36  3  46  17  5  24  22  27  12  35  
22  39  39  45  37  45  20  9  40  49  33  19  29  41  20  27  28  19  6  18  27  0  18  10  36  16  5  44  36  34  9  2  9  37  46  46  5  44  25  15  32  6  49  30  38  1  1  7  15  38  
31  14  40  50  49  49  13  20  16  4  23  6  11  24  48  5  22  47  18  6  20  18  0  33  30  44  34  34  49  46  23  36  11  48  38  8  39  2  18  16  19  38  31  41  19  23  12  17  41  32  
10  48  10  25  34  43  3  38  37  24  21  8  38  26  3  4  13  32  23  44  13  10  33  0  14  1  21  9  23  30  29  19  3  26  48  11  4  42  21  27  31  33  29  13  41  48  23  15  20  4  
20  41  35  27  47  35  36  46  45  44  40  40  36  23  28  47  5  8  40  10  34  36  30  14  0  35  23  30  37  17  14  26  22  46  33  31  47  26  45  38  44  21  45  48  2  2  14  4  27  36  
26  21  14  2  30  7  29  4  19  27  28  3  26  43  42  27  26  19  49  16  33  16  44  1  35  0  50  15  11  49  6  47  12  8  21  37  10  25  10  11  34  25  47  24  42  43  23  38  9  17  
41  43  13  27  36  16  40  10  26  47  24  43  49  27  40  2  32  10  10  21  50  5  34  21  23  50  0  13  32  14  32  35  16  50  17  17  11  24  23  7  28  18  47  5  15  39  40  17  32  24  
3  46  18  32  3  34  26  30  12  39  37  16  36  46  31  39  33  38  42  34  28  44  34  9  30  15  13  0  19  34  39  16  34  40  41  26  7  38  24  1  22  8  32  44  30  41  16  26  33  39  
23  3  31  45  8  46  34  14  2  28  7  29  36  2  5  31  23  26  1  39  49  36  49  23  37  11  32  19  0  30  12  7  49  30  1  43  1  40  29  22  42  5  14  41  38  1  31  31  5  27  
28  11  29  26  1  23  21  27  8  19  4  11  12  43  17  41  44  3  42  45  35  34  46  30  17  49  14  34  30  0  48  7  1  37  2  13  45  46  49  15  38  26  24  10  33  13  29  23  30  47  
26  4  48  2  11  5  21  9  14  32  12  35  10  49  47  32  35  34  5  37  40  9  23  29  14  6  32  39  12  48  0  21  45  22  13  42  31  14  31  31  2  34  48  28  47  33  50  24  15  37  
48  42  2  49  22  27  33  48  8  13  32  6  39  1  44  17  12  45  17  16  21  2  36  19  26  47  35  16  7  7  21  0  50  19  49  31  28  45  26  10  5  2  2  49  22  45  43  33  34  29  
18  49  28  9  16  20  1  46  7  13  35  19  32  38  12  25  35  2  23  14  40  9  11  3  22  12  16  34  49  1  45  50  0  45  20  35  25  15  44  21  17  42  44  48  2  21  22  32  35  25  
41  11  3  45  4  16  38  18  46  7  18  39  13  4  26  14  49  12  19  10  31  37  48  26  46  8  50  40  30  37  22  19  45  0  16  47  26  47  48  15  45  34  6  2  13  4  8  9  1  35  
13  41  23  28  44  3  44  9  33  28  33  29  13  7  40  3  49  47  42  2  8  46  38  48  33  21  17  41  1  2  13  49  20  16  0  20  24  38  24  8  5  18  40  42  35  5  5  45  27  32  
19  21  40  21  36  37  47  34  47  13  24  43  8  21  50  25  44  28  41  9  13  46  8  11  31  37  17  26  43  13  42  31  35  47  20  0  2  16  9  27  28  26  32  50  22  28  13  36  28  42  
21  1  38  12  35  3  27  12  5  47  15  21  40  31  27  8  28  35  48  4  36  5  39  4  47  10  11  7  1  45  31  28  25  26  24  2  0  19  46  30  14  1  22  39  16  8  35  6  31  46  
30  41  44  6  26  17  50  16  50  36  21  25  13  46  14  26  24  46  41  23  36  44  2  42  26  25  24  38  40  46  14  45  15  47  38  16  19  0  34  9  48  33  6  37  30  43  11  5  24  34  
14  22  8  15  18  43  30  40  38  35  30  50  2  12  31  23  15  15  3  13  14  25  18  21  45  10  23  24  29  49  31  26  44  48  24  9  46  34  0  49  20  45  26  2  12  23  22  37  42  32  
22  14  28  40  50  34  7  33  8  44  25  28  35  11  34  37  50  32  13  48  41  15  16  27  38  11  7  1  22  15  31  10  21  15  8  27  30  9  49  0  14  35  27  23  9  22  12  30  46  3  
18  27  1  17  9  7  39  24  32  20  47  10  15  27  11  23  7  41  3  5  36  32  19  31  44  34  28  22  42  38  2  5  17  45  5  28  14  48  20  14  0  5  12  12  31  4  1  46  17  23  
42  30  47  13  49  14  46  49  45  9  18  7  46  12  24  42  2  4  18  29  3  6  38  33  21  25  18  8  5  26  34  2  42  34  18  26  1  33  45  35  5  0  33  44  43  2  39  43  11  36  
8  36  28  4  24  3  10  17  27  18  14  30  36  38  50  29  47  25  28  35  46  49  31  29  45  47  47  32  14  24  48  2  44  6  40  32  22  6  26  27  12  33  0  35  44  5  39  50  32  9  
13  48  27  11  48  19  39  17  8  45  40  31  11  39  49  36  1  41  29  35  17  30  41  13  48  24  5  44  41  10  28  49  48  2  42  50  39  37  2  23  12  44  35  0  38  25  4  8  24  23  
33  30  38  8  13  23  42  44  20  47  29  40  15  38  40  26  48  31  37  44  5  38  19  41  2  42  15  30  38  33  47  22  2  13  35  22  16  30  12  9  31  43  44  38  0  25  27  2  28  3  
4  11  4  29  15  18  22  2  12  15  34  27  34  20  17  43  19  14  42  42  24  1  23  48  2  43  39  41  1  13  33  45  21  4  5  28  8  43  23  22  4  2  5  25  25  0  23  24  45  36  
9  35  35  7  47  43  24  26  2  35  6  21  16  39  24  47  44  43  38  16  22  1  12  23  14  23  40  16  31  29  50  43  22  8  5  13  35  11  22  12  1  39  39  4  27  23  0  12  7  27  
16  29  22  8  24  2  29  42  1  22  47  38  6  22  43  50  37  19  46  32  27  7  17  15  4  38  17  26  31  23  24  33  32  9  45  36  6  5  37  30  46  43  50  8  2  24  12  0  50  50  
42  35  43  50  35  37  3  40  45  1  17  13  21  47  47  20  10  50  44  8  12  15  41  20  27  9  32  33  5  30  15  34  35  1  27  28  31  24  42  46  17  11  32  24  28  45  7  50  0  49  
17  12  32  28  19  24  10  19  49  17  19  29  46  30  43  45  34  41  28  26  35  38  32  4  36  17  24  39  27  47  37  29  25  35  32  42  46  34  32  3  23  36  9  23  3  36  27  50  49  0  
