80

25  36  34  40  34  67  7  58  59  80  0  63  29  14  64  14  12  16  9  53  59  56  49  29  1  58  23  69  5  15  19  31  72  41  30  27  57  55  67  70  65  5  32  79  80  67  70  72  43  35  80  10  74  78  3  29  56  23  79  74  15  64  50  31  16  52  2  20  8  25  56  35  72  39  45  16  38  64  60  42  
28  42  12  14  42  8  4  44  62  36  63  0  44  6  23  24  22  14  34  24  60  42  14  24  29  53  77  39  43  61  39  22  8  17  20  37  67  66  29  3  33  74  45  8  52  42  53  64  58  23  3  30  42  78  30  33  77  45  6  56  53  37  25  3  35  31  2  20  48  64  55  41  1  18  30  46  54  29  51  30  
44  56  24  11  9  64  62  53  52  11  29  44  0  46  52  39  66  79  56  15  80  20  42  66  46  70  55  39  71  44  33  53  38  67  20  26  57  53  14  13  47  47  65  23  60  47  38  23  52  33  1  24  28  1  57  33  79  41  17  70  39  26  67  61  2  20  41  71  40  33  60  20  47  69  69  65  8  17  19  22  
27  4  78  50  30  22  10  1  63  44  14  6  46  0  1  73  37  51  59  24  60  13  65  20  19  51  44  76  58  10  2  18  50  20  35  37  71  55  31  34  51  22  64  41  63  15  47  53  33  75  18  42  25  13  38  39  48  12  55  5  36  75  2  57  32  33  68  45  28  59  27  7  33  74  6  23  78  31  30  4  
74  13  13  60  51  63  9  66  31  35  64  23  52  1  0  68  1  30  1  79  37  76  33  64  49  79  23  8  16  42  31  54  73  48  37  64  5  8  70  76  27  3  38  21  30  15  57  17  50  39  38  50  62  31  27  2  19  10  24  70  76  17  13  24  32  25  70  62  49  48  31  66  59  17  2  21  54  71  55  24  
55  65  78  60  51  73  18  32  77  34  14  24  39  73  68  0  66  25  79  55  66  37  23  8  55  9  56  20  17  69  51  52  9  33  66  23  46  38  32  53  57  6  17  66  45  29  77  21  78  41  15  22  40  6  79  22  57  46  30  61  57  70  71  19  30  61  63  50  75  20  35  29  18  51  78  7  58  67  2  18  
10  45  7  3  3  17  45  5  65  42  12  22  66  37  1  66  0  11  65  40  75  61  69  55  8  8  24  31  47  16  40  71  55  69  54  33  80  32  53  37  52  8  72  80  16  78  33  44  3  25  61  79  35  54  41  47  67  71  48  32  5  7  61  35  31  16  76  51  3  41  63  29  61  80  54  38  41  63  27  64  
52  35  20  31  79  3  27  5  56  41  16  14  79  51  30  25  11  0  67  40  5  78  68  76  8  3  5  21  51  64  6  39  13  72  19  23  12  29  25  65  9  29  80  37  43  11  39  69  46  4  61  55  70  21  9  73  73  65  67  5  62  75  63  21  23  6  36  7  49  56  62  25  60  40  79  35  17  13  40  4  
44  80  29  45  55  37  73  23  31  16  9  34  56  59  1  79  65  67  0  16  76  4  2  32  2  59  9  45  4  16  32  50  17  46  62  60  35  47  31  21  29  42  60  62  73  69  62  56  17  61  67  24  33  42  49  67  42  2  78  54  66  4  26  9  67  66  11  75  42  10  66  4  26  56  59  25  76  24  42  7  
67  65  30  36  76  67  65  37  2  64  53  24  15  24  79  55  40  40  16  0  61  17  38  44  16  45  33  35  41  4  38  72  2  12  65  22  35  7  53  80  31  68  21  25  59  54  6  22  29  66  50  64  15  5  58  68  56  66  71  67  63  77  80  73  44  61  76  17  67  48  55  57  57  8  3  7  24  79  6  35  
42  60  62  13  26  39  8  11  26  40  59  60  80  60  37  66  75  5  76  61  0  76  33  39  76  74  44  12  39  49  51  69  46  59  38  57  15  37  27  11  3  73  38  56  71  62  20  52  78  73  1  13  8  74  4  14  44  70  38  73  65  72  68  55  66  41  55  43  66  1  70  23  53  63  70  24  37  27  36  51  
29  23  23  4  62  40  34  15  27  27  56  42  20  13  76  37  61  78  4  17  76  0  4  60  79  31  16  29  66  80  31  5  76  77  68  35  12  2  17  29  27  43  38  26  59  71  58  4  29  3  56  48  14  71  3  25  30  77  45  17  74  65  57  38  78  18  71  78  21  44  68  36  61  16  13  66  53  47  36  5  
76  64  64  39  36  36  40  50  24  36  49  14  42  65  33  23  69  68  2  38  33  4  0  22  61  68  24  55  25  26  38  20  33  45  44  40  50  24  68  43  9  33  67  37  58  3  5  17  33  77  64  78  22  18  19  37  66  9  6  21  2  79  2  73  76  59  66  28  44  61  35  41  27  33  2  18  74  46  55  74  
58  62  42  48  45  76  37  79  68  46  29  24  66  20  64  8  55  76  32  44  39  60  22  0  59  31  80  40  44  3  1  15  16  34  70  24  65  57  71  75  34  51  60  30  2  79  49  62  38  46  47  19  18  2  64  51  21  9  3  15  58  42  76  27  46  80  30  37  27  63  73  43  13  42  27  18  78  13  7  11  
64  62  19  68  70  6  43  52  56  75  1  29  46  19  49  55  8  8  2  16  76  79  61  59  0  34  67  30  31  28  49  2  53  55  20  53  50  6  11  71  48  43  52  62  8  66  14  68  4  54  59  53  50  38  65  9  44  63  41  55  58  17  43  77  16  30  1  23  60  65  30  25  41  78  40  13  51  62  44  15  
39  61  80  29  5  4  2  67  26  42  58  53  70  51  79  9  8  3  59  45  74  31  68  31  34  0  20  12  20  48  2  73  45  39  32  71  70  48  60  6  33  41  43  54  37  61  69  77  12  18  62  50  21  63  66  56  10  16  62  66  16  6  28  68  7  49  63  18  3  73  50  58  27  75  61  8  20  24  73  77  
5  69  5  76  41  34  28  65  45  17  23  77  55  44  23  56  24  5  9  33  44  16  24  80  67  20  0  46  66  49  39  74  63  63  17  15  2  19  44  43  21  70  14  47  65  32  9  27  37  7  19  3  65  33  8  62  17  36  56  13  64  22  12  52  20  62  14  80  16  67  41  69  70  48  39  77  30  2  67  70  
9  39  12  16  50  34  10  15  61  23  69  39  39  76  8  20  31  21  45  35  12  29  55  40  30  12  46  0  13  38  22  71  55  73  65  27  69  30  3  32  42  46  2  33  26  66  42  16  43  62  59  43  38  8  72  45  76  70  33  45  65  9  46  77  54  7  12  70  76  25  75  14  19  6  70  57  64  1  36  47  
78  55  3  38  31  68  58  24  28  30  5  43  71  58  16  17  47  51  4  41  39  66  25  44  31  20  66  13  0  72  27  61  60  68  73  66  12  79  16  48  30  74  74  66  17  61  4  45  61  32  42  42  7  17  1  10  37  28  31  1  22  72  12  10  63  47  2  72  71  62  57  26  22  71  21  41  45  17  1  32  
72  49  30  53  73  34  68  59  56  79  15  61  44  10  42  69  16  64  16  4  49  80  26  3  28  48  49  38  72  0  29  15  49  33  55  76  31  40  29  43  16  21  36  47  51  5  53  56  56  65  66  77  20  3  35  71  27  76  39  5  10  65  79  60  52  62  75  66  29  67  54  71  33  5  32  39  41  60  78  65  
26  31  15  16  26  29  76  69  20  16  19  39  33  2  31  51  40  6  32  38  51  31  38  1  49  2  39  22  27  29  0  37  64  10  69  64  58  7  56  28  60  76  53  71  14  64  54  79  51  15  50  33  79  56  73  13  1  37  2  4  50  52  48  62  2  48  49  12  58  26  67  63  14  34  63  45  73  28  9  80  
25  1  28  56  25  33  36  55  12  12  31  22  53  18  54  52  71  39  50  72  69  5  20  15  2  73  74  71  61  15  37  0  35  76  74  77  17  7  37  79  62  47  2  4  56  50  3  59  13  72  75  60  7  29  3  25  40  66  51  9  39  65  52  32  31  66  47  30  46  70  75  37  16  16  78  77  16  25  77  40  
4  80  20  4  32  21  5  43  55  15  72  8  38  50  73  9  55  13  17  2  46  76  33  16  53  45  63  55  60  49  64  35  0  71  29  78  17  59  8  38  31  29  10  52  3  36  40  28  24  74  37  58  79  10  17  21  2  32  3  19  40  74  45  41  6  33  53  43  78  31  39  33  28  2  7  73  52  57  34  10  
52  60  29  44  33  47  58  80  26  9  41  17  67  20  48  33  69  72  46  12  59  77  45  34  55  39  63  73  68  33  10  76  71  0  15  34  22  50  48  60  43  72  32  37  43  26  65  30  79  34  44  8  61  61  38  3  59  1  50  40  73  11  48  58  77  37  43  74  79  66  18  48  71  44  80  44  32  23  34  27  
40  65  57  77  24  10  31  45  32  76  30  20  20  35  37  66  54  19  62  65  38  68  44  70  20  32  17  65  73  55  69  74  29  15  0  60  27  24  11  70  65  28  8  14  27  54  20  79  33  80  62  47  67  71  4  33  55  18  52  20  34  53  33  32  13  59  31  25  24  19  63  55  19  4  42  32  6  49  5  68  
44  24  76  69  68  68  34  3  36  21  27  37  26  37  64  23  33  23  60  22  57  35  40  24  53  71  15  27  66  76  64  77  78  34  60  0  23  14  47  56  33  26  25  74  12  8  54  56  41  7  69  28  14  11  33  33  78  35  77  37  53  71  36  66  77  71  20  79  63  75  72  46  1  21  60  44  2  31  45  36  
24  15  21  15  60  53  42  37  10  14  57  67  57  71  5  46  80  12  35  35  15  12  50  65  50  70  2  69  12  31  58  17  17  22  27  23  0  37  19  32  60  19  25  39  43  67  25  76  13  27  51  35  43  4  1  13  1  24  27  8  21  28  78  76  13  54  34  29  19  65  28  25  69  21  34  29  1  30  1  32  
79  52  12  22  59  63  52  14  74  8  55  66  53  55  8  38  32  29  47  7  37  2  24  57  6  48  19  30  79  40  7  7  59  50  24  14  37  0  56  74  57  79  55  30  42  28  60  34  41  45  79  78  43  78  29  78  52  27  50  22  76  55  65  47  75  78  17  47  62  77  16  46  27  25  42  21  14  51  79  51  
33  39  23  45  79  24  37  28  54  32  67  29  14  31  70  32  53  25  31  53  27  17  68  71  11  60  44  3  16  29  56  37  8  48  11  47  19  56  0  9  56  49  73  74  20  47  32  44  61  14  21  26  9  74  40  39  35  57  56  13  9  5  3  76  26  61  50  54  10  28  46  23  70  3  26  4  73  74  25  49  
2  5  24  66  39  63  61  45  22  19  70  3  13  34  76  53  37  65  21  80  11  29  43  75  71  6  43  32  48  43  28  79  38  60  70  56  32  74  9  0  17  7  46  15  13  18  75  71  22  13  59  12  67  76  50  61  63  35  43  43  52  26  80  34  59  21  71  47  60  2  60  60  5  28  16  62  58  3  37  68  
12  22  34  59  65  52  14  59  41  52  65  33  47  51  27  57  52  9  29  31  3  27  9  34  48  33  21  42  30  16  60  62  31  43  65  33  60  57  56  17  0  6  76  76  7  76  45  8  4  59  70  51  49  45  45  50  26  78  62  74  47  66  41  75  48  10  58  58  50  6  2  69  28  59  5  61  21  55  40  20  
64  36  8  4  78  6  44  58  23  43  5  74  47  22  3  6  8  29  42  68  73  43  33  51  43  41  70  46  74  21  76  47  29  72  28  26  19  79  49  7  6  0  34  64  72  71  66  62  44  4  62  55  38  39  17  26  56  20  26  67  37  5  59  54  65  58  35  47  22  55  30  3  74  30  60  50  36  58  19  52  
39  35  32  63  30  24  3  65  56  49  32  45  65  64  38  17  72  80  60  21  38  38  67  60  52  43  14  2  74  36  53  2  10  32  8  25  25  55  73  46  76  34  0  54  48  19  13  61  17  67  14  24  68  78  37  72  61  53  37  8  3  32  60  27  75  28  73  50  62  37  50  74  11  18  60  26  19  6  68  77  
33  54  44  3  79  37  42  70  32  66  79  8  23  41  21  66  80  37  62  25  56  26  37  30  62  54  47  33  66  47  71  4  52  37  14  74  39  30  74  15  76  64  54  0  9  78  70  1  2  44  74  10  13  79  67  4  71  49  29  73  78  72  13  74  58  30  20  19  69  69  38  60  23  37  37  30  64  77  65  18  
21  1  67  80  79  34  49  29  64  43  80  52  60  63  30  45  16  43  73  59  71  59  58  2  8  37  65  26  17  51  14  56  3  43  27  12  43  42  20  13  7  72  48  9  0  77  56  47  51  11  28  9  68  59  65  15  71  74  73  21  74  64  12  40  46  57  61  56  67  70  33  74  79  17  62  63  48  48  70  70  
55  66  65  8  2  22  50  7  57  12  67  42  47  15  15  29  78  11  69  54  62  71  3  79  66  61  32  66  61  5  64  50  36  26  54  8  67  28  47  18  76  71  19  78  77  0  39  48  13  32  43  11  77  53  8  77  12  31  42  18  44  34  59  79  56  26  76  13  58  13  6  14  10  19  58  65  4  29  27  46  
38  18  69  29  73  1  69  13  25  7  70  53  38  47  57  77  33  39  62  6  20  58  5  49  14  69  9  42  4  53  54  3  40  65  20  54  25  60  32  75  45  66  13  70  56  39  0  46  66  6  65  41  14  16  79  21  6  31  14  24  19  59  56  10  57  67  17  62  13  30  34  73  31  32  21  38  7  50  67  7  
57  22  50  35  53  28  67  52  23  48  72  64  23  53  17  21  44  69  56  22  52  4  17  62  68  77  27  16  45  56  79  59  28  30  79  56  76  34  44  71  8  62  61  1  47  48  46  0  66  53  48  27  52  79  31  51  73  1  24  54  42  44  14  75  2  48  5  2  46  20  2  26  59  1  75  34  20  34  37  69  
66  60  58  72  61  15  72  45  17  5  43  58  52  33  50  78  3  46  17  29  78  29  33  38  4  12  37  43  61  56  51  13  24  79  33  41  13  41  61  22  4  44  17  2  51  13  66  66  0  24  36  79  68  23  9  13  34  71  56  46  72  8  39  19  16  41  1  9  35  29  12  80  4  69  20  19  40  34  43  70  
30  54  36  51  50  74  12  73  17  42  35  23  33  75  39  41  25  4  61  66  73  3  77  46  54  18  7  62  32  65  15  72  74  34  80  7  27  45  14  13  59  4  67  44  11  32  6  53  24  0  43  16  65  3  24  20  43  42  44  13  57  50  53  41  4  26  10  62  39  21  37  21  64  20  46  14  31  28  38  11  
33  77  24  43  29  5  46  37  35  76  80  3  1  18  38  15  61  61  67  50  1  56  64  47  59  62  19  59  42  66  50  75  37  44  62  69  51  79  21  59  70  62  14  74  28  43  65  48  36  43  0  9  19  61  64  4  70  75  62  79  22  24  38  22  12  44  30  22  42  63  67  63  24  65  63  23  42  69  8  69  
44  6  66  57  17  71  49  25  19  79  10  30  24  42  50  22  79  55  24  64  13  48  78  19  53  50  3  43  42  77  33  60  58  8  47  28  35  78  26  12  51  55  24  10  9  11  41  27  79  16  9  0  56  12  78  40  6  57  78  14  26  16  75  43  45  14  51  25  7  64  18  1  57  19  32  18  32  79  79  61  
6  21  25  66  58  45  10  56  53  24  74  42  28  25  62  40  35  70  33  15  8  14  22  18  50  21  65  38  7  20  79  7  79  61  67  14  43  43  9  67  49  38  68  13  68  77  14  52  68  65  19  56  0  21  41  77  39  68  43  21  52  79  60  25  38  30  11  77  6  62  16  28  66  55  6  52  64  69  18  48  
26  44  76  32  21  11  18  20  18  68  78  78  1  13  31  6  54  21  42  5  74  71  18  2  38  63  33  8  17  3  56  29  10  61  71  11  4  78  74  76  45  39  78  79  59  53  16  79  23  3  61  12  21  0  76  8  42  39  39  55  34  30  43  48  12  2  36  42  1  30  79  4  2  41  49  17  18  49  80  62  
56  6  11  49  32  4  78  26  12  32  3  30  57  38  27  79  41  9  49  58  4  3  19  64  65  66  8  72  1  35  73  3  17  38  4  33  1  29  40  50  45  17  37  67  65  8  79  31  9  24  64  78  41  76  0  35  25  24  28  66  60  70  1  47  62  65  79  30  20  43  35  25  40  29  62  35  30  8  47  16  
1  59  4  80  12  2  26  34  26  61  29  33  33  39  2  22  47  73  67  68  14  25  37  51  9  56  62  45  10  71  13  25  21  3  33  33  13  78  39  61  50  26  72  4  15  77  21  51  13  20  4  40  77  8  35  0  34  70  29  31  77  29  75  4  36  41  10  65  58  56  21  80  11  16  57  22  75  52  8  2  
1  57  56  78  72  26  14  53  46  67  56  77  79  48  19  57  67  73  42  56  44  30  66  21  44  10  17  76  37  27  1  40  2  59  55  78  1  52  35  63  26  56  61  71  71  12  6  73  34  43  70  6  39  42  25  34  0  75  25  17  19  79  6  36  78  76  7  32  67  76  68  27  18  61  8  50  30  78  54  24  
27  48  30  72  51  5  51  20  39  55  23  45  41  12  10  46  71  65  2  66  70  77  9  9  63  16  36  70  28  76  37  66  32  1  18  35  24  27  57  35  78  20  53  49  74  31  31  1  71  42  75  57  68  39  24  70  75  0  36  2  73  25  79  53  59  77  71  10  28  62  28  60  38  22  61  73  58  59  46  13  
71  43  66  64  65  49  6  80  21  62  79  6  17  55  24  30  48  67  78  71  38  45  6  3  41  62  56  33  31  39  2  51  3  50  52  77  27  50  56  43  62  26  37  29  73  42  14  24  56  44  62  78  43  39  28  29  25  36  0  80  69  47  30  7  64  17  22  37  25  27  68  80  20  65  5  42  2  6  80  8  
70  79  77  45  45  26  44  52  66  50  74  56  70  5  70  61  32  5  54  67  73  17  21  15  55  66  13  45  1  5  4  9  19  40  20  37  8  22  13  43  74  67  8  73  21  18  24  54  46  13  79  14  21  55  66  31  17  2  80  0  4  17  47  50  28  41  38  61  41  43  34  20  32  46  66  75  76  38  13  38  
69  58  5  55  76  12  65  8  34  66  15  53  39  36  76  57  5  62  66  63  65  74  2  58  58  16  64  65  22  10  50  39  40  73  34  53  21  76  9  52  47  37  3  78  74  44  19  42  72  57  22  26  52  34  60  77  19  73  69  4  0  9  29  60  1  55  45  70  11  31  23  19  43  45  48  55  30  26  49  71  
41  56  73  51  32  40  43  68  64  14  64  37  26  75  17  70  7  75  4  77  72  65  79  42  17  6  22  9  72  65  52  65  74  11  53  71  28  55  5  26  66  5  32  72  64  34  59  44  8  50  24  16  79  30  70  29  79  25  47  17  9  0  74  28  28  39  39  80  32  13  19  31  53  68  19  73  23  15  30  20  
6  48  72  13  79  2  65  51  12  52  50  25  67  2  13  71  61  63  26  80  68  57  2  76  43  28  12  46  12  79  48  52  45  48  33  36  78  65  3  80  41  59  60  13  12  59  56  14  39  53  38  75  60  43  1  75  6  79  30  47  29  74  0  31  7  73  23  57  15  75  16  79  46  30  17  62  43  74  61  3  
23  45  76  48  40  25  8  11  30  24  31  3  61  57  24  19  35  21  9  73  55  38  73  27  77  68  52  77  10  60  62  32  41  58  32  66  76  47  76  34  75  54  27  74  40  79  10  75  19  41  22  43  25  48  47  4  36  53  7  50  60  28  31  0  45  24  18  34  29  49  18  74  2  48  22  51  12  11  56  75  
52  70  27  63  27  65  30  72  72  47  16  35  2  32  32  30  31  23  67  44  66  78  76  46  16  7  20  54  63  52  2  31  6  77  13  77  13  75  26  59  48  65  75  58  46  56  57  2  16  4  12  45  38  12  62  36  78  59  64  28  1  28  7  45  0  62  27  9  35  43  44  22  45  17  17  12  26  36  51  49  
33  28  44  23  25  46  55  53  19  35  52  31  20  33  25  61  16  6  66  61  41  18  59  80  30  49  62  7  47  62  48  66  33  37  59  71  54  78  61  21  10  58  28  30  57  26  67  48  41  26  44  14  30  2  65  41  76  77  17  41  55  39  73  24  62  0  80  58  15  53  27  42  17  47  62  75  19  49  41  63  
74  25  58  66  9  39  4  73  64  27  2  2  41  68  70  63  76  36  11  76  55  71  66  30  1  63  14  12  2  75  49  47  53  43  31  20  34  17  50  71  58  35  73  20  61  76  17  5  1  10  30  51  11  36  79  10  7  71  22  38  45  39  23  18  27  80  0  32  69  44  39  17  13  18  39  70  9  74  28  47  
57  79  6  56  34  59  69  10  41  58  20  20  71  45  62  50  51  7  75  17  43  78  28  37  23  18  80  70  72  66  12  30  43  74  25  79  29  47  54  47  58  47  50  19  56  13  62  2  9  62  22  25  77  42  30  65  32  10  37  61  70  80  57  34  9  58  32  0  71  17  48  61  73  72  6  55  15  21  62  74  
56  48  69  33  14  28  10  77  64  13  8  48  40  28  49  75  3  49  42  67  66  21  44  27  60  3  16  76  71  29  58  46  78  79  24  63  19  62  10  60  50  22  62  69  67  58  13  46  35  39  42  7  6  1  20  58  67  28  25  41  11  32  15  29  35  15  69  71  0  49  45  76  62  58  77  41  71  43  6  55  
77  68  27  42  70  68  80  53  75  79  25  64  33  59  48  20  41  56  10  48  1  44  61  63  65  73  67  25  62  67  26  70  31  66  19  75  65  77  28  2  6  55  37  69  70  13  30  20  29  21  63  64  62  30  43  56  76  62  27  43  31  13  75  49  43  53  44  17  49  0  14  45  40  25  74  43  1  57  32  20  
70  59  9  12  51  27  32  69  79  56  56  55  60  27  31  35  63  62  66  55  70  68  35  73  30  50  41  75  57  54  67  75  39  18  63  72  28  16  46  60  2  30  50  38  33  6  34  2  12  37  67  18  16  79  35  21  68  28  68  34  23  19  16  18  44  27  39  48  45  14  0  29  1  45  12  63  3  70  11  8  
12  73  23  53  2  28  68  27  32  57  35  41  20  7  66  29  29  25  4  57  23  36  41  43  25  58  69  14  26  71  63  37  33  48  55  46  25  46  23  60  69  3  74  60  74  14  73  26  80  21  63  1  28  4  25  80  27  60  80  20  19  31  79  74  22  42  17  61  76  45  29  0  76  17  58  39  1  19  24  3  
74  25  14  77  53  26  19  55  44  20  72  1  47  33  59  18  61  60  26  57  53  61  27  13  41  27  70  19  22  33  14  16  28  71  19  1  69  27  70  5  28  74  11  23  79  10  31  59  4  64  24  57  66  2  40  11  18  38  20  32  43  53  46  2  45  17  13  73  62  40  1  76  0  38  24  11  69  32  58  16  
2  20  15  29  73  80  21  37  3  6  39  18  69  74  17  51  80  40  56  8  63  16  33  42  78  75  48  6  71  5  34  16  2  44  4  21  21  25  3  28  59  30  18  37  17  19  32  1  69  20  65  19  55  41  29  16  61  22  65  46  45  68  30  48  17  47  18  72  58  25  45  17  38  0  56  41  24  24  25  10  
21  22  25  48  59  58  30  12  63  67  45  30  69  6  2  78  54  79  59  3  70  13  2  27  40  61  39  70  21  32  63  78  7  80  42  60  34  42  26  16  5  60  60  37  62  58  21  75  20  46  63  32  6  49  62  57  8  61  5  66  48  19  17  22  17  62  39  6  77  74  12  58  24  56  0  4  72  9  76  71  
45  19  54  25  41  57  67  49  22  11  16  46  65  23  21  7  38  35  25  7  24  66  18  18  13  8  77  57  41  39  45  77  73  44  32  44  29  21  4  62  61  50  26  30  63  65  38  34  19  14  23  18  52  17  35  22  50  73  42  75  55  73  62  51  12  75  70  55  41  43  63  39  11  41  4  0  21  68  25  38  
65  43  51  50  67  78  20  69  1  34  38  54  8  78  54  58  41  17  76  24  37  53  74  78  51  20  30  64  45  41  73  16  52  32  6  2  1  14  73  58  21  36  19  64  48  4  7  20  40  31  42  32  64  18  30  75  30  58  2  76  30  23  43  12  26  19  9  15  71  1  3  1  69  24  72  21  0  75  66  80  
59  3  37  23  7  56  60  70  71  36  64  29  17  31  71  67  63  13  24  79  27  47  46  13  62  24  2  1  17  60  28  25  57  23  49  31  30  51  74  3  55  58  6  77  48  29  50  34  34  28  69  79  69  49  8  52  78  59  6  38  26  15  74  11  36  49  74  21  43  57  70  19  32  24  9  68  75  0  21  59  
62  78  37  20  42  30  44  72  9  50  60  51  19  30  55  2  27  40  42  6  36  36  55  7  44  73  67  36  1  78  9  77  34  34  5  45  1  79  25  37  40  19  68  65  70  27  67  37  43  38  8  79  18  80  47  8  54  46  80  13  49  30  61  56  51  41  28  62  6  32  11  24  58  25  76  25  66  21  0  77  
62  59  69  80  67  40  66  50  58  52  42  30  22  4  24  18  64  4  7  35  51  5  74  11  15  77  70  47  32  65  80  40  10  27  68  36  32  51  49  68  20  52  77  18  70  46  7  69  70  11  69  61  48  62  16  2  24  13  8  38  71  20  3  75  49  63  47  74  55  20  8  3  16  10  71  38  80  59  77  0  

0  7  52  70  21  42  49  30  36  59  45  79  79  43  65  11  26  52  41  45  24  23  29  53  19  17  34  14  23  53  7  26  71  27  35  55  7  26  25  63  57  6  80  19  37  5  58  14  45  46  5  34  47  72  11  52  8  63  20  44  78  66  37  23  24  57  53  21  76  63  21  33  29  28  23  23  32  18  55  71  
7  0  65  19  30  33  36  76  77  23  16  35  75  12  60  31  16  38  24  19  5  54  20  58  12  53  21  43  41  58  37  79  14  36  65  23  12  5  42  38  19  62  6  64  11  15  52  77  65  51  53  68  11  30  27  61  26  73  4  67  41  31  56  22  11  42  72  71  46  80  77  27  51  10  36  52  80  20  28  46  
52  65  0  4  44  69  60  60  11  66  78  79  28  80  43  12  21  13  22  77  17  51  37  34  57  42  49  57  57  52  5  9  20  15  29  11  80  6  61  53  20  44  70  63  42  48  65  57  50  67  27  76  43  11  7  25  70  43  5  49  16  3  77  5  55  13  57  8  70  80  3  27  26  49  39  72  56  55  8  13  
70  19  4  0  75  30  76  64  69  25  53  49  26  67  57  17  6  49  58  40  42  23  28  59  72  77  77  22  64  58  15  70  3  30  37  33  71  63  3  8  15  13  55  18  2  57  55  23  64  6  34  1  69  61  40  1  38  19  5  74  69  54  59  17  17  3  66  58  70  44  42  4  78  25  39  31  25  65  1  3  
21  30  44  75  0  46  13  22  24  32  4  16  56  63  63  10  65  15  18  48  24  3  29  17  46  25  72  38  45  4  43  47  43  44  10  36  72  29  21  42  42  74  42  28  30  7  46  44  32  27  62  56  58  15  11  39  14  45  33  66  71  4  73  59  43  67  13  31  14  2  52  56  80  76  1  29  2  39  41  52  
42  33  69  30  46  0  33  37  59  71  47  56  6  14  46  38  5  68  10  77  6  10  22  6  39  38  77  74  32  60  12  11  15  35  14  15  24  32  56  39  75  74  69  53  76  20  57  22  80  27  36  25  61  39  64  51  36  20  4  24  28  78  9  4  5  30  22  25  33  47  35  6  61  41  67  3  74  71  39  38  
